ts,level,level_rate
2025-12-20 22:16:50,-1.0,0.0
2025-12-20 22:16:55,-1.0,0.0
2025-12-20 22:17:00,-1.0,0.0
2025-12-20 22:17:05,-1.0,0.0
2025-12-20 22:17:10,-1.0,0.0
2025-12-20 22:17:15,-1.0,0.0
2025-12-20 22:17:20,-1.0,0.0
2025-12-20 22:17:25,-1.0,0.0
2025-12-20 22:17:30,-1.0,0.0
2025-12-20 22:17:35,-1.0,0.0
2025-12-20 22:17:40,-1.0,0.0
2025-12-20 22:17:45,-1.0,0.0
2025-12-20 22:17:50,-1.0,0.0
2025-12-20 22:17:55,-1.0,0.0
2025-12-20 22:18:00,-1.0,0.0
2025-12-20 22:18:05,-1.0,0.0
2025-12-20 22:18:10,-1.0,0.0
2025-12-20 22:18:15,-1.0,0.0
2025-12-20 22:18:20,-1.0,0.0
2025-12-20 22:18:25,-1.0,0.0
2025-12-20 22:18:30,-1.0,0.0
2025-12-20 22:18:35,-1.0,0.0
2025-12-20 22:18:40,-1.0,0.0
2025-12-20 22:18:45,-1.0,0.0
2025-12-20 22:18:50,-1.0,0.0
2025-12-20 22:18:55,-1.0,0.0
2025-12-20 22:19:00,-1.0,0.0
2025-12-20 22:19:05,-1.0,0.0
2025-12-20 22:19:10,-1.0,0.0
2025-12-20 22:19:15,-1.0,0.0
2025-12-20 22:19:20,-1.0,0.0
2025-12-20 22:19:25,-1.0,0.0
2025-12-20 22:19:30,-1.0,0.0
2025-12-20 22:19:35,-1.0,0.0
2025-12-20 22:19:40,-1.0,0.0
2025-12-20 22:19:45,-1.0,0.0
2025-12-20 22:19:50,-1.0,0.0
2025-12-20 22:19:55,-1.0,0.0
2025-12-20 22:20:00,-1.0,0.0
2025-12-20 22:20:05,-1.0,0.0
2025-12-20 22:20:10,-1.0,0.0
2025-12-20 22:20:15,-1.0,0.0
2025-12-20 22:20:20,-1.0,0.0
2025-12-20 22:20:25,-1.0,0.0
2025-12-20 22:20:30,-1.0,0.0
2025-12-20 22:20:35,-1.0,0.0
2025-12-20 22:20:40,-1.0,0.0
2025-12-20 22:20:45,-1.0,0.0
2025-12-20 22:20:50,-1.0,0.0
2025-12-20 22:20:55,-1.0,0.0
2025-12-20 22:21:00,-1.0,0.0
2025-12-20 22:21:05,-1.0,0.0
2025-12-20 22:21:10,-1.0,0.0
2025-12-20 22:21:15,-1.0,0.0
2025-12-20 22:21:20,-1.0,0.0
2025-12-20 22:21:25,-1.0,0.0
2025-12-20 22:21:30,-1.0,0.0
2025-12-20 22:21:35,-1.0,0.0
2025-12-20 22:21:40,-1.0,0.0
2025-12-20 22:21:45,-1.0,0.0
2025-12-20 22:21:50,-1.0,0.0
2025-12-20 22:21:55,-1.0,0.0
2025-12-20 22:22:00,-1.0,0.0
2025-12-20 22:22:05,-1.0,0.0
2025-12-20 22:22:10,-1.0,0.0
2025-12-20 22:22:15,-1.0,0.0
2025-12-20 22:22:20,-1.0,0.0
2025-12-20 22:22:25,-1.0,0.0
2025-12-20 22:22:30,-1.0,0.0
2025-12-20 22:22:35,-1.0,0.0
2025-12-20 22:22:40,-1.0,0.0
2025-12-20 22:22:45,-1.0,0.0
2025-12-20 22:22:50,-1.0,0.0
2025-12-20 22:22:55,-1.0,0.0
2025-12-20 22:23:00,-1.0,0.0
2025-12-20 22:23:05,-1.0,0.0
2025-12-20 22:23:10,-1.0,0.0
2025-12-20 22:23:15,-1.0,0.0
2025-12-20 22:23:20,-1.0,0.0
2025-12-20 22:23:25,-1.0,0.0
2025-12-20 22:23:30,-1.0,0.0
2025-12-20 22:23:35,-1.0,0.0
2025-12-20 22:23:40,-1.0,0.0
2025-12-20 22:23:45,-1.0,0.0
2025-12-20 22:23:50,-1.0,0.0
2025-12-20 22:23:55,-1.0,0.0
2025-12-20 22:24:00,-1.0,0.0
2025-12-20 22:24:05,-1.0,0.0
2025-12-20 22:24:10,-1.0,0.0
2025-12-20 22:24:15,-1.0,0.0
2025-12-20 22:24:20,-1.0,0.0
2025-12-20 22:24:25,-1.0,0.0
2025-12-20 22:24:30,-1.0,0.0
2025-12-20 22:24:35,-1.0,0.0
2025-12-20 22:24:40,-1.0,0.0
2025-12-20 22:24:45,-1.0,0.0
2025-12-20 22:24:50,-1.0,0.0
2025-12-20 22:24:55,-1.0,0.0
2025-12-20 22:25:00,-1.0,0.0
2025-12-20 22:25:05,-1.0,0.0
2025-12-20 22:25:10,-1.0,0.0
2025-12-20 22:25:15,-1.0,0.0
2025-12-20 22:25:20,-1.0,0.0
2025-12-20 22:25:25,-1.0,0.0
2025-12-20 22:25:30,-1.0,0.0
2025-12-20 22:25:35,-1.0,0.0
2025-12-20 22:25:40,-1.0,0.0
2025-12-20 22:25:45,-1.0,0.0
2025-12-20 22:25:50,-1.0,0.0
2025-12-20 22:25:55,-1.0,0.0
2025-12-20 22:26:00,-1.0,0.0
2025-12-20 22:26:05,-1.0,0.0
2025-12-20 22:26:10,-1.0,0.0
2025-12-20 22:26:15,-1.0,0.0
2025-12-20 22:26:20,-1.0,0.0
2025-12-20 22:26:25,23.297,-0.001
2025-12-20 22:26:30,-1.0,0.0
2025-12-20 22:26:35,-1.0,0.0
2025-12-20 22:26:40,-1.0,0.0
2025-12-20 22:26:45,-1.0,0.0
2025-12-20 22:26:50,-1.0,0.0
2025-12-20 22:26:55,-1.0,0.0
2025-12-20 22:27:00,-1.0,0.0
2025-12-20 22:27:05,-1.0,0.0
2025-12-20 22:27:10,-1.0,0.0
2025-12-20 22:27:15,-1.0,0.0
2025-12-20 22:27:20,-1.0,0.0
2025-12-20 22:27:25,-1.0,0.0
2025-12-20 22:27:30,-1.0,0.0
2025-12-20 22:27:35,-1.0,0.0
2025-12-20 22:27:40,-1.0,0.0
2025-12-20 22:27:45,-1.0,0.0
2025-12-20 22:27:50,-1.0,0.0
2025-12-20 22:27:55,-1.0,0.0
2025-12-20 22:28:00,-1.0,0.0
2025-12-20 22:28:05,-1.0,0.0
2025-12-20 22:28:10,-1.0,0.0
2025-12-20 22:28:15,-1.0,0.0
2025-12-20 22:28:20,-1.0,0.0
2025-12-20 22:28:25,-1.0,0.0
2025-12-20 22:28:30,-1.0,0.0
2025-12-20 22:28:35,-1.0,0.0
2025-12-20 22:28:40,-1.0,0.0
2025-12-20 22:28:45,-1.0,0.0
2025-12-20 22:28:50,-1.0,0.0
2025-12-20 22:28:55,-1.0,0.0
2025-12-20 22:29:00,-1.0,0.0
2025-12-20 22:29:05,-1.0,0.0
2025-12-20 22:29:10,-1.0,0.0
2025-12-20 22:29:15,-1.0,0.0
2025-12-20 22:29:20,-1.0,0.0
2025-12-20 22:29:25,-1.0,0.0
2025-12-20 22:29:30,-1.0,0.0
2025-12-20 22:29:35,-1.0,0.0
2025-12-20 22:29:40,-1.0,0.0
2025-12-20 22:29:45,-1.0,0.0
2025-12-20 22:29:50,-1.0,0.0
2025-12-20 22:29:55,-1.0,0.0
2025-12-20 22:30:00,-1.0,0.0
2025-12-20 22:30:05,-1.0,0.0
2025-12-20 22:30:10,-1.0,0.0
2025-12-20 22:30:15,-1.0,0.0
2025-12-20 22:30:20,-1.0,0.0
2025-12-20 22:30:25,-1.0,0.0
2025-12-20 22:30:30,-1.0,0.0
2025-12-20 22:30:35,-1.0,0.0
2025-12-20 22:30:40,-1.0,0.0
2025-12-20 22:30:45,-1.0,0.0
2025-12-20 22:30:50,-1.0,0.0
2025-12-20 22:30:55,-1.0,0.0
2025-12-20 22:31:00,-1.0,0.0
2025-12-20 22:31:05,-1.0,0.0
2025-12-20 22:31:10,-1.0,0.0
2025-12-20 22:31:15,-1.0,0.0
2025-12-20 22:31:20,-1.0,0.0
2025-12-20 22:31:25,-1.0,0.0
2025-12-20 22:31:30,-1.0,0.0
2025-12-20 22:31:35,-1.0,0.0
2025-12-20 22:31:40,-1.0,0.0
2025-12-20 22:31:45,-1.0,0.0
2025-12-20 22:31:50,-1.0,0.0
2025-12-20 22:31:55,-1.0,0.0
2025-12-20 22:32:00,-1.0,0.0
2025-12-20 22:32:05,-1.0,0.0
2025-12-20 22:32:10,-1.0,0.0
2025-12-20 22:32:15,-1.0,0.0
2025-12-20 22:32:20,-1.0,0.0
2025-12-20 22:32:25,-1.0,0.0
2025-12-20 22:32:30,-1.0,0.0
2025-12-20 22:32:35,-1.0,0.0
2025-12-20 22:32:40,-1.0,0.0
2025-12-20 22:32:45,-1.0,0.0
2025-12-20 22:32:50,-1.0,0.0
2025-12-20 22:32:55,-1.0,0.0
2025-12-20 22:33:00,-1.0,0.0
2025-12-20 22:33:05,-1.0,0.0
2025-12-20 22:33:10,-1.0,0.0
2025-12-20 22:33:15,-1.0,0.0
2025-12-20 22:33:20,-1.0,0.0
2025-12-20 22:33:25,-1.0,0.0
2025-12-20 22:33:30,-1.0,0.0
2025-12-20 22:33:35,-1.0,0.0
2025-12-20 22:33:40,-1.0,0.0
2025-12-20 22:33:45,-1.0,0.0
2025-12-20 22:33:50,-1.0,0.0
2025-12-20 22:33:55,-1.0,0.0
2025-12-20 22:34:00,-1.0,0.0
2025-12-20 22:34:05,-1.0,0.0
2025-12-20 22:34:10,-1.0,0.0
2025-12-20 22:34:15,-1.0,0.0
2025-12-20 22:34:20,-1.0,0.0
2025-12-20 22:34:25,-1.0,0.0
2025-12-20 22:34:30,-1.0,0.0
2025-12-20 22:34:35,-1.0,0.0
2025-12-20 22:34:40,-1.0,0.0
2025-12-20 22:34:45,-1.0,0.0
2025-12-20 22:34:50,-1.0,0.0
2025-12-20 22:34:55,-1.0,0.0
2025-12-20 22:35:00,-1.0,0.0
2025-12-20 22:35:05,-1.0,0.0
2025-12-20 22:35:10,-1.0,0.0
2025-12-20 22:35:15,-1.0,0.0
2025-12-20 22:35:20,-1.0,0.0
2025-12-20 22:35:25,-1.0,0.0
2025-12-20 22:35:30,-1.0,0.0
2025-12-20 22:35:35,-1.0,0.0
2025-12-20 22:35:40,-1.0,0.0
2025-12-20 22:35:45,-1.0,0.0
2025-12-20 22:35:50,-1.0,0.0
2025-12-20 22:35:55,-1.0,0.0
2025-12-20 22:36:00,-1.0,0.0
2025-12-20 22:36:05,-1.0,0.0
2025-12-20 22:36:10,-1.0,0.0
2025-12-20 22:36:15,-1.0,0.0
2025-12-20 22:36:20,-1.0,0.0
2025-12-20 22:36:25,-1.0,0.0
2025-12-20 22:36:30,-1.0,0.0
2025-12-20 22:36:35,-1.0,0.0
2025-12-20 22:36:40,23.675,0.001
2025-12-20 22:36:45,-1.0,0.0
2025-12-20 22:36:50,-1.0,0.0
2025-12-20 22:36:55,-1.0,0.0
2025-12-20 22:37:00,-1.0,0.0
2025-12-20 22:37:05,-1.0,0.0
2025-12-20 22:37:10,-1.0,0.0
2025-12-20 22:37:15,-1.0,0.0
2025-12-20 22:37:20,-1.0,0.0
2025-12-20 22:37:25,-1.0,0.0
2025-12-20 22:37:30,23.263,-0.008
2025-12-20 22:37:35,-1.0,0.0
2025-12-20 22:37:40,-1.0,0.0
2025-12-20 22:37:45,-1.0,0.0
2025-12-20 22:37:50,-1.0,0.0
2025-12-20 22:37:55,-1.0,0.0
2025-12-20 22:38:00,-1.0,0.0
2025-12-20 22:38:05,-1.0,0.0
2025-12-20 22:38:10,-1.0,0.0
2025-12-20 22:38:15,-1.0,0.0
2025-12-20 22:38:20,-1.0,0.0
2025-12-20 22:38:25,-1.0,0.0
2025-12-20 22:38:30,-1.0,0.0
2025-12-20 22:38:35,-1.0,0.0
2025-12-20 22:38:40,-1.0,0.0
2025-12-20 22:38:45,-1.0,0.0
2025-12-20 22:38:50,-1.0,0.0
2025-12-20 22:38:55,-1.0,0.0
2025-12-20 22:39:00,-1.0,0.0
2025-12-20 22:39:05,-1.0,0.0
2025-12-20 22:39:10,-1.0,0.0
2025-12-20 22:39:15,-1.0,0.0
2025-12-20 22:39:20,-1.0,0.0
2025-12-20 22:39:25,-1.0,0.0
2025-12-20 22:39:30,-1.0,0.0
2025-12-20 22:39:35,-1.0,0.0
2025-12-20 22:39:40,-1.0,0.0
2025-12-20 22:39:45,-1.0,0.0
2025-12-20 22:39:50,-1.0,0.0
2025-12-20 22:39:55,-1.0,0.0
2025-12-20 22:40:00,-1.0,0.0
2025-12-20 22:40:05,-1.0,0.0
2025-12-20 22:40:11,-1.0,0.0
2025-12-20 22:40:16,-1.0,0.0
2025-12-20 22:40:21,-1.0,0.0
2025-12-20 22:40:26,-1.0,0.0
2025-12-20 22:40:31,-1.0,0.0
2025-12-20 22:40:36,-1.0,0.0
2025-12-20 22:40:41,-1.0,0.0
2025-12-20 22:40:46,-1.0,0.0
2025-12-20 22:40:51,-1.0,0.0
2025-12-20 22:40:56,-1.0,0.0
2025-12-20 22:41:01,-1.0,0.0
2025-12-20 22:41:06,-1.0,0.0
2025-12-20 22:41:11,-1.0,0.0
2025-12-20 22:41:16,-1.0,0.0
2025-12-20 22:41:21,-1.0,0.0
2025-12-20 22:41:26,-1.0,0.0
2025-12-20 22:41:31,-1.0,0.0
2025-12-20 22:41:36,-1.0,0.0
2025-12-20 22:41:41,-1.0,0.0
2025-12-20 22:41:46,-1.0,0.0
2025-12-20 22:41:51,-1.0,0.0
2025-12-20 22:41:56,-1.0,0.0
2025-12-20 22:42:01,-1.0,0.0
2025-12-20 22:42:06,-1.0,0.0
2025-12-20 22:42:11,-1.0,0.0
2025-12-20 22:42:16,-1.0,0.0
2025-12-20 22:42:21,-1.0,0.0
2025-12-20 22:42:26,-1.0,0.0
2025-12-20 22:42:31,-1.0,0.0
2025-12-20 22:42:36,-1.0,0.0
2025-12-20 22:42:41,-1.0,0.0
2025-12-20 22:42:46,-1.0,0.0
2025-12-20 22:42:51,-1.0,0.0
2025-12-20 22:42:56,-1.0,0.0
2025-12-20 22:43:01,-1.0,0.0
2025-12-20 22:43:06,-1.0,0.0
2025-12-20 22:43:11,-1.0,0.0
2025-12-20 22:43:16,-1.0,0.0
2025-12-20 22:43:21,-1.0,0.0
2025-12-20 22:43:26,-1.0,0.0
2025-12-20 22:43:31,-1.0,0.0
2025-12-20 22:43:36,-1.0,0.0
2025-12-20 22:43:41,-1.0,0.0
2025-12-20 22:43:46,-1.0,0.0
2025-12-20 22:43:51,-1.0,0.0
2025-12-20 22:43:56,-1.0,0.0
2025-12-20 22:44:01,-1.0,0.0
2025-12-20 22:44:06,-1.0,0.0
2025-12-20 22:44:11,-1.0,0.0
2025-12-20 22:44:16,-1.0,0.0
2025-12-20 22:44:21,-1.0,0.0
2025-12-20 22:44:26,-1.0,0.0
2025-12-20 22:44:31,-1.0,0.0
2025-12-20 22:44:36,-1.0,0.0
2025-12-20 22:44:41,-1.0,0.0
2025-12-20 22:44:46,-1.0,0.0
2025-12-20 22:44:51,-1.0,0.0
2025-12-20 22:44:56,-1.0,0.0
2025-12-20 22:45:01,-1.0,0.0
2025-12-20 22:45:06,-1.0,0.0
2025-12-20 22:45:11,-1.0,0.0
2025-12-20 22:45:16,-1.0,0.0
2025-12-20 22:45:21,-1.0,0.0
2025-12-20 22:45:26,-1.0,0.0
2025-12-20 22:45:31,-1.0,0.0
2025-12-20 22:45:36,-1.0,0.0
2025-12-20 22:45:41,-1.0,0.0
2025-12-20 22:45:46,-1.0,0.0
2025-12-20 22:45:51,-1.0,0.0
2025-12-20 22:45:56,-1.0,0.0
2025-12-20 22:46:01,-1.0,0.0
2025-12-20 22:46:06,-1.0,0.0
2025-12-20 22:46:11,-1.0,0.0
2025-12-20 22:46:16,-1.0,0.0
2025-12-20 22:46:21,-1.0,0.0
2025-12-20 22:46:26,-1.0,0.0
